"id";"siglaPartido";"nome";"codOcorrencia";"tituloOcorrencia";"dataOcorrencia";"idPartidoDestino";"siglaPartidoDestino";"descricaoOcorrencia";
36880;"PSdoB";"Partido Socialista do Brasil";2;"Extinção";"1992-11-30 00:00:00.000";36880;"PSdoB";"Data aproximada. Foi extinto após eleições municipais de 1992, sem obter registro definitivo.";
36837;"PSL";"Partido Social Liberal";1;"Criação";"1998-06-02";36837;"PSL";"Data de registro definitivo no TSE. Fundação extraoficial em 30/10/1994.";
36838;"PSN";"Partido da Solidariedade Nacional";1;"Criação";"1995-09-14";36838;"PSN";"Data de registro provisório. Definitivo em 20/03/1997.";
36838;"PSN";"Partido da Solidariedade Nacional";3;"Alteração Nome";"1999-08-29";36792;"PHDBS";"Data da convenção que aprovou a troca de nome";
36839;"PSOL";"Partido Socialismo e Liberdade";1;"Criação";"2005-09-15";36839;"PSOL";"Data de registro no TSE. Fundação extraoficial em 06/07/2004.";
36840;"PSP";"Partido Social Progressista";1;"Criação";"1946-08-06 00:00:00";36840;"PSP";"Registro provisório concedido pela Resolução TSE 960. União entre PAN, PPS e PRP.";
36840;"PSP";"Partido Social Progressista";2;"Extinção";"1965-10-27 00:00:00.000";36840;"PSP";"Extinto pelo AI-2 (art. 18)";
36841;"PSR";"Partido Social Republicano";2;"Extinção";;36841;"PSR";;
36842;"PST";"Partido Social Trabalhista";1;"Criação";"1996-01-01 00:00:00";36842;"PST";"Data aproximada.";
36842;"PST";"Partido Social Trabalhista";5;"Incorporação";"2003-01-01 00:00:00";36795;"PL*";"Data aproximada. Incorporado ao PL* junto com o PGT.";
;"PST*";"Partido Social Trabalhista";1;"Criação";"1988-01-01 00:00:00";;"PST*";"Data aproximada";
;"PST*";"Partido Social Trabalhista";4;"Fusão";"1993-05-27 00:00:00";;"PP***";"Fundiu-se com PTR para formar o PP***";
;"PST**";"Partido Social Trabalhista";1;"Criação";"1947-07-24 00:00:00";;"PST**";"Resolução TSE 2111 sobre pedido de alteração de nome do Partido Proletário do Brasil";
;"PST**";"Partido Social Trabalhista";2;"Extinção";"1965-07-15 00:00:00.000";;;"Extinto com a promulgação da Lei 4740/65";
36843;"PSTU";"Partido Socialista dos Trabalhadores Unificado";1;"Criação";"1995-12-19";36843;"PSTU";"Data de registro no TSE. Fundação extraoficial em 30/09/1993.";
36845;"PTB";"Partido Trabalhista Brasileiro";1;"Criação";"1981-11-03 00:00:00";36845;"PTB";"Data de registro no TSE";
;"PTB*";"Partido Trabalhista Brasileiro";1;"Criação";"1945-05-15 00:00:00";;"PTB*";;
;"PTB*";"Partido Trabalhista Brasileiro";2;"Extinção";"1965-10-27 00:00:00";;;"Extinto pelo AI-2";
36846;"PTC";"Partido Trabalhista Cristão";1;"Criação";"2000-11-11 00:00:00.000";36846;"PTC";"Data do estatuto registrado no TSE com a troca de nome para PTC";
36847;"PTdoB";"Partido Trabalhista do Brasil";1;"Criação";"1994-10-11";36847;"PTdoB";"Data de registro definitivo pelo TSE. Fundação extraoficial em 15/05/1989.";
36847;"PTdoB";"Partido Trabalhista do Brasil";3;"Alteração Nome";"2017-09-25 00:00:00.000";36898;"AVANTE";"Estatuto com novo nome foi submetido ao TSE em 25/04/2017 e aprovado em 12/09/2017";
36848;"PTN";"Partido Trabalhista Nacional";1;"Criação";"1997-10-02";36848;"PTN";"Data de registro no TSE. Fundação extraoficial em 01/05/1995.";
36848;"PTN";"Partido Trabalhista Nacional";3;"Alteração Nome";"2017-05-19 00:00:00.000";36896;"PODE";"Estatuto com novo nome foi aprovado pelo TSE em 16/05/2017";
;"PTN*";"Partido Trabalhista Nacional";1;"Criação";"1946-10-22 00:00:00";;"PTN*";"Deferimento de registro definitivo pela Resolução-TSE 1181";
;"PTN*";"Partido Trabalhista Nacional";2;"Extinção";"1965-10-27 00:00:00";;;"Extinto pelo AI-2";
36849;"PTR";"Partido Trabalhista Renovador";1;"Criação";"1985-01-01 00:00:00.000";36849;"PTR";"Data aproximada";
36849;"PTR";"Partido Trabalhista Renovador";4;"Fusão";"1993-05-27 00:00:00";;"PP***";"Juntou-se ao PST* para formar o PP***";
36850;"PTRB";"Partido Trabalhista Renovador Brasileiro";1;"Criação";"1993-01-01";36850;"PTRB";"Data aproximada de fundação extraoficial";
36850;"PTRB";"Partido Trabalhista Renovador Brasileiro";2;"Extinção";"1995-01-01 00:00:00.000";36850;"PTRB";"Data aproximada extraoficial. Fundadores criaram o PRTB em 1994.";
36851;"PV";"Partido Verde";1;"Criação";"1993-09-30";36851;"PV";"Data de registro no TSE. Fundação extraoficial em 17/01/1986.";
36886;"REDE";"Rede Sustentabilidade";1;"Criação";"2015-09-29";36886;"REDE";"Data de registro no TSE. Fundação extraoficial em 16/02/2013.";
37908;"REPUBLICANOS";"Republicanos";1;"Criação";"2019-08-16 16:25:00.000";37908;"REPUBLICANOS";"Resultante de troca de nome do PRB";
36765;"SD";"Solidariedade";3;"Alteração Nome";"2018-12-17 15:27:00.000";37904;"SOLIDARIEDADE";;
36764;"SDD";"Solidariedade";3;"Alteração Nome";"2014-04-24 00:00:00.000";36765;"SD";;
37904;"SOLIDARIEDADE";"Solidariedade";1;"Criação";"2018-12-17 15:27:00.000";37904;"SOLIDARIEDADE";;
36853;"UDB";"União Democrática Brasileira";2;"Extinção";;36853;"UDB";;
36854;"UDN";"União Democrática Nacional";1;"Criação";"1945-09-25 00:00:00";36854;"UDN";"Data de registro provisório pela Resolução TSE 208. Registro definitivo em 31/10/1945 pela Resolução TSE 296.";
36854;"UDN";"União Democrática Nacional";2;"Extinção";"1965-10-27 00:00:00.000";36854;"UDN";"Extinto pelo AI-2 (art. 18)";
36882;"UNT";"União Nacional do Trabalho";1;"Criação";"1945-09-11 00:00:00.000";36882;"UNT";"Registro provisório pelo TSE";
36882;"UNT";"União Nacional do Trabalho";2;"Extinção";"1948-05-04 00:00:00.000";36882;"UNT";"Cancelamento de registro provisório pela Resolução TSE 2868";
36855;"UPF";"União Progressista Fluminense";2;"Extinção";;36855;"UPF";;
36883;"USDH";"União Social pelos Direitos do Homem";1;"Criação";"1945-09-18 00:00:00.000";36883;"USDH";"Data de registro provisório pela Resolução TSE 198. Registro definitivo foi indeferido.";
36883;"USDH";"União Social pelos Direitos do Homem";2;"Extinção";"1948-05-03 00:00:00.000";36883;"USDH";"Data de cancelamento de registro pela Resolução TSE 2856";
