idTabela;codTipoOrgao;codOrgao;txtNome;txtSigla;datCriacao;datExtincao;docCriacao;urlDocCriacao;codProposicao
;2;;Comissão de Agricultura e Política Rural;;1963-06-01;1964-03-25;RES 18/1963;https://www2.camara.leg.br/legin/fed/rescad/1960-1969/resolucaodacamaradosdeputados-18-21-maio-1963-321287-publicacaooriginal-1-pl.html;234856
;2;;Comissão de Constituição e Justiça;;1963-06-01;1964-03-25;RES 18/1963;https://www2.camara.leg.br/legin/fed/rescad/1960-1969/resolucaodacamaradosdeputados-18-21-maio-1963-321287-publicacaooriginal-1-pl.html;234856
;2;;Comissão de Economia;;1963-06-01;1964-03-25;RES 18/1963;https://www2.camara.leg.br/legin/fed/rescad/1960-1969/resolucaodacamaradosdeputados-18-21-maio-1963-321287-publicacaooriginal-1-pl.html;234856
;2;;Comissão de Educação e Cultura;;1963-06-01;1964-03-25;RES 18/1963;https://www2.camara.leg.br/legin/fed/rescad/1960-1969/resolucaodacamaradosdeputados-18-21-maio-1963-321287-publicacaooriginal-1-pl.html;234856
;2;;Comissão de Finanças;;1963-06-01;1964-03-25;RES 18/1963;https://www2.camara.leg.br/legin/fed/rescad/1960-1969/resolucaodacamaradosdeputados-18-21-maio-1963-321287-publicacaooriginal-1-pl.html;234856
;2;;Comissão de Fiscalização Financeira e Tomada de Contas;;1963-06-01;1964-03-25;RES 18/1963;https://www2.camara.leg.br/legin/fed/rescad/1960-1969/resolucaodacamaradosdeputados-18-21-maio-1963-321287-publicacaooriginal-1-pl.html;234856
;2;;Comissão de Legislação Social;;1963-06-01;1964-03-25;RES 18/1963;https://www2.camara.leg.br/legin/fed/rescad/1960-1969/resolucaodacamaradosdeputados-18-21-maio-1963-321287-publicacaooriginal-1-pl.html;234856
;2;;Comissão de Minas e Energia;;1963-06-01;1964-03-25;RES 18/1963;https://www2.camara.leg.br/legin/fed/rescad/1960-1969/resolucaodacamaradosdeputados-18-21-maio-1963-321287-publicacaooriginal-1-pl.html;234856
;2;;Comissão de Orçamento;;1963-06-01;1964-03-25;RES 18/1963;https://www2.camara.leg.br/legin/fed/rescad/1960-1969/resolucaodacamaradosdeputados-18-21-maio-1963-321287-publicacaooriginal-1-pl.html;234856
;2;;Comissão de Redação;;1963-06-01;1964-03-25;RES 18/1963;https://www2.camara.leg.br/legin/fed/rescad/1960-1969/resolucaodacamaradosdeputados-18-21-maio-1963-321287-publicacaooriginal-1-pl.html;234856
;2;;Comissão de Relações Exteriores;;1963-06-01;1964-03-25;RES 18/1963;https://www2.camara.leg.br/legin/fed/rescad/1960-1969/resolucaodacamaradosdeputados-18-21-maio-1963-321287-publicacaooriginal-1-pl.html;234856
;2;;Comissão de Saúde;;1963-06-01;1964-03-25;RES 18/1963;https://www2.camara.leg.br/legin/fed/rescad/1960-1969/resolucaodacamaradosdeputados-18-21-maio-1963-321287-publicacaooriginal-1-pl.html;234856
;2;;Comissão de Segurança Nacional;;1963-06-01;1964-03-25;RES 18/1963;https://www2.camara.leg.br/legin/fed/rescad/1960-1969/resolucaodacamaradosdeputados-18-21-maio-1963-321287-publicacaooriginal-1-pl.html;234856
;2;;Comissão de Serviço Público;;1963-06-01;1964-03-25;RES 18/1963;https://www2.camara.leg.br/legin/fed/rescad/1960-1969/resolucaodacamaradosdeputados-18-21-maio-1963-321287-publicacaooriginal-1-pl.html;234856
;2;;Comissão de Transportes, Comunicações e Obras Públicas;;1963-06-01;1964-03-25;RES 18/1963;https://www2.camara.leg.br/legin/fed/rescad/1960-1969/resolucaodacamaradosdeputados-18-21-maio-1963-321287-publicacaooriginal-1-pl.html;234856
;2;;Comissão do Distrito Federal;;1963-06-01;1964-03-25;RES 18/1963;https://www2.camara.leg.br/legin/fed/rescad/1960-1969/resolucaodacamaradosdeputados-18-21-maio-1963-321287-publicacaooriginal-1-pl.html;234856
;2;;Comissão do Distrito Federal;;1961-11-23;1963-05-31;RES 63/1961;https://www2.camara.leg.br/legin/fed/rescad/1960-1969/resolucaodacamaradosdeputados-63-22-novembro-1961-321282-norma-pl.html;235914
;2;;Comissão de Constituição e Justiça;;1959-03-14;1963-05-31;Res. Mesa 1/1959;https://www2.camara.leg.br/legin/int/resmes/1950-1959/resolucaodamesa-1-13-marco-1959-321280-publicacaooriginal-1-cd.html;
;2;;Comissão de Economia;;1959-03-14;1963-05-31;Res. Mesa 1/1959;https://www2.camara.leg.br/legin/int/resmes/1950-1959/resolucaodamesa-1-13-marco-1959-321280-publicacaooriginal-1-cd.html;
;2;;Comissão de Educação e Cultura;;1959-03-14;1963-05-31;Res. Mesa 1/1959;https://www2.camara.leg.br/legin/int/resmes/1950-1959/resolucaodamesa-1-13-marco-1959-321280-publicacaooriginal-1-cd.html;
;2;;Comissão de Finanças;;1959-03-14;1963-05-31;Res. Mesa 1/1959;https://www2.camara.leg.br/legin/int/resmes/1950-1959/resolucaodamesa-1-13-marco-1959-321280-publicacaooriginal-1-cd.html;
;2;;Comissão de Legislação Social;;1959-03-14;1963-05-31;Res. Mesa 1/1959;https://www2.camara.leg.br/legin/int/resmes/1950-1959/resolucaodamesa-1-13-marco-1959-321280-publicacaooriginal-1-cd.html;
;2;;Comissão de Orçamento e Fiscalização Financeira;;1959-03-14;1963-05-31;Res. Mesa 1/1959;https://www2.camara.leg.br/legin/int/resmes/1950-1959/resolucaodamesa-1-13-marco-1959-321280-publicacaooriginal-1-cd.html;
;2;;Comissão de Redação;;1959-03-14;1963-05-31;Res. Mesa 1/1959;https://www2.camara.leg.br/legin/int/resmes/1950-1959/resolucaodamesa-1-13-marco-1959-321280-publicacaooriginal-1-cd.html;
;2;;Comissão de Relações Exteriores;;1959-03-14;1963-05-31;Res. Mesa 1/1959;https://www2.camara.leg.br/legin/int/resmes/1950-1959/resolucaodamesa-1-13-marco-1959-321280-publicacaooriginal-1-cd.html;
;2;;Comissão de Saúde;;1959-03-14;1963-05-31;Res. Mesa 1/1959;https://www2.camara.leg.br/legin/int/resmes/1950-1959/resolucaodamesa-1-13-marco-1959-321280-publicacaooriginal-1-cd.html;
;2;;Comissão de Segurança Nacional;;1959-03-14;1963-05-31;Res. Mesa 1/1959;https://www2.camara.leg.br/legin/int/resmes/1950-1959/resolucaodamesa-1-13-marco-1959-321280-publicacaooriginal-1-cd.html;
;2;;Comissão de Serviço Público;;1959-03-14;1963-05-31;Res. Mesa 1/1959;https://www2.camara.leg.br/legin/int/resmes/1950-1959/resolucaodamesa-1-13-marco-1959-321280-publicacaooriginal-1-cd.html;
;2;;Comissão de Transportes, Comunicações e Obras Públicas;;1959-03-14;1963-05-31;Res. Mesa 1/1959;https://www2.camara.leg.br/legin/int/resmes/1950-1959/resolucaodamesa-1-13-marco-1959-321280-publicacaooriginal-1-cd.html;
;2;;Comissão de Relações Exteriores;;1957-11-14;1959-03-13;RES 115/1957;https://www2.camara.leg.br/legin/fed/rescad/1950-1959/resolucaodacamaradosdeputados-115-12-novembro-1957-319706-publicacaooriginal-1-pl.html;236257
;2;;Comissão de Constituição e Justiça;;1955-03-15;1959-03-13;RES 582/1955;https://www2.camara.leg.br/legin/fed/rescad/1950-1959/resolucaodacamaradosdeputados-582-31-janeiro-1955-319701-publicacaooriginal-1-pl.html;237530
;2;;Comissão de Diplomacia;;1955-03-15;1957-11-13;RES 582/1955;https://www2.camara.leg.br/legin/fed/rescad/1950-1959/resolucaodacamaradosdeputados-582-31-janeiro-1955-319701-publicacaooriginal-1-pl.html;237530
;2;;Comissão de Economia;;1955-03-15;1959-03-13;RES 582/1955;https://www2.camara.leg.br/legin/fed/rescad/1950-1959/resolucaodacamaradosdeputados-582-31-janeiro-1955-319701-publicacaooriginal-1-pl.html;237530
;2;;Comissão de Educação e Cultura;;1955-03-15;1959-03-13;RES 582/1955;https://www2.camara.leg.br/legin/fed/rescad/1950-1959/resolucaodacamaradosdeputados-582-31-janeiro-1955-319701-publicacaooriginal-1-pl.html;237530
;2;;Comissão de Finanças;;1955-03-15;1959-03-13;RES 582/1955;https://www2.camara.leg.br/legin/fed/rescad/1950-1959/resolucaodacamaradosdeputados-582-31-janeiro-1955-319701-publicacaooriginal-1-pl.html;237530
;2;;Comissão de Legislação Social;;1955-03-15;1959-03-13;RES 582/1955;https://www2.camara.leg.br/legin/fed/rescad/1950-1959/resolucaodacamaradosdeputados-582-31-janeiro-1955-319701-publicacaooriginal-1-pl.html;237530
;2;;Comissão de Orçamento e Fiscalização Financeira;;1955-03-15;1959-03-13;RES 582/1955;https://www2.camara.leg.br/legin/fed/rescad/1950-1959/resolucaodacamaradosdeputados-582-31-janeiro-1955-319701-publicacaooriginal-1-pl.html;237530
;2;;Comissão de Redação;;1955-03-15;1959-03-13;RES 582/1955;https://www2.camara.leg.br/legin/fed/rescad/1950-1959/resolucaodacamaradosdeputados-582-31-janeiro-1955-319701-publicacaooriginal-1-pl.html;237530
;2;;Comissão de Saúde;;1955-03-15;1959-03-13;RES 582/1955;https://www2.camara.leg.br/legin/fed/rescad/1950-1959/resolucaodacamaradosdeputados-582-31-janeiro-1955-319701-publicacaooriginal-1-pl.html;237530
;2;;Comissão de Segurança Nacional;;1955-03-15;1959-03-13;RES 582/1955;https://www2.camara.leg.br/legin/fed/rescad/1950-1959/resolucaodacamaradosdeputados-582-31-janeiro-1955-319701-publicacaooriginal-1-pl.html;237530
;2;;Comissão de Serviço Público;;1955-03-15;1959-03-13;RES 582/1955;https://www2.camara.leg.br/legin/fed/rescad/1950-1959/resolucaodacamaradosdeputados-582-31-janeiro-1955-319701-publicacaooriginal-1-pl.html;237530
;2;;Comissão de Transportes, Comunicações e Obras Públicas;;1955-03-15;1959-03-13;RES 582/1955;https://www2.camara.leg.br/legin/fed/rescad/1950-1959/resolucaodacamaradosdeputados-582-31-janeiro-1955-319701-publicacaooriginal-1-pl.html;237530
;2;;Comissão de Constituição e Justiça;;1951-03-10;1955-03-14;RES 34/1949;https://www2.camara.leg.br/legin/fed/rescad/1940-1949/resolucaodacamaradosdeputados-34-19-agosto-1949-319566-publicacaooriginal-1-pl.html;235248
;2;;Comissão de Diplomacia;;1951-03-10;1955-03-14;RES 34/1949;https://www2.camara.leg.br/legin/fed/rescad/1940-1949/resolucaodacamaradosdeputados-34-19-agosto-1949-319566-publicacaooriginal-1-pl.html;235248
;2;;Comissão de Economia;;1951-03-10;1955-03-14;RES 34/1949;https://www2.camara.leg.br/legin/fed/rescad/1940-1949/resolucaodacamaradosdeputados-34-19-agosto-1949-319566-publicacaooriginal-1-pl.html;235248
;2;;Comissão de Educação e Cultura;;1951-03-10;1955-03-14;RES 34/1949;https://www2.camara.leg.br/legin/fed/rescad/1940-1949/resolucaodacamaradosdeputados-34-19-agosto-1949-319566-publicacaooriginal-1-pl.html;235248
;2;;Comissão de Finanças;;1951-03-10;1955-03-14;RES 34/1949;https://www2.camara.leg.br/legin/fed/rescad/1940-1949/resolucaodacamaradosdeputados-34-19-agosto-1949-319566-publicacaooriginal-1-pl.html;235248
;2;;Comissão de Legislação Social;;1951-03-10;1955-03-14;RES 34/1949;https://www2.camara.leg.br/legin/fed/rescad/1940-1949/resolucaodacamaradosdeputados-34-19-agosto-1949-319566-publicacaooriginal-1-pl.html;235248
;2;;Comissão de Redação;;1951-03-10;1955-03-14;RES 34/1949;https://www2.camara.leg.br/legin/fed/rescad/1940-1949/resolucaodacamaradosdeputados-34-19-agosto-1949-319566-publicacaooriginal-1-pl.html;235248
;2;;Comissão de Saúde Pública;;1951-03-10;1955-03-14;RES 34/1949;https://www2.camara.leg.br/legin/fed/rescad/1940-1949/resolucaodacamaradosdeputados-34-19-agosto-1949-319566-publicacaooriginal-1-pl.html;235248
;2;;Comissão de Segurança Nacional;;1951-03-10;1955-03-14;RES 34/1949;https://www2.camara.leg.br/legin/fed/rescad/1940-1949/resolucaodacamaradosdeputados-34-19-agosto-1949-319566-publicacaooriginal-1-pl.html;235248
;2;174;Comissão de Serviço Público Civil;CSPC;1951-03-10;1955-03-14;RES 34/1949;https://www2.camara.leg.br/legin/fed/rescad/1940-1949/resolucaodacamaradosdeputados-34-19-agosto-1949-319566-publicacaooriginal-1-pl.html;235248
;2;371;Comissão de Tomada de Contas;CTC;1951-03-10;1955-03-14;RES 34/1949;https://www2.camara.leg.br/legin/fed/rescad/1940-1949/resolucaodacamaradosdeputados-34-19-agosto-1949-319566-publicacaooriginal-1-pl.html;235248
;2;;Comissão de Transportes, Comunicações e Obras Públicas;;1951-03-10;1955-03-14;RES 34/1949;https://www2.camara.leg.br/legin/fed/rescad/1940-1949/resolucaodacamaradosdeputados-34-19-agosto-1949-319566-publicacaooriginal-1-pl.html;235248
;2;;Comissão de Agricultura;;1947-09-09;1951-03-09;RES 10/1947;https://www2.camara.leg.br/legin/fed/rescad/1940-1949/resolucaodacamaradosdeputados-10-5-setembro-1947-321354-norma-pl.html;234925
;2;;Comissão de Constituição e Justiça;;1947-09-09;1951-03-09;RES 10/1947;https://www2.camara.leg.br/legin/fed/rescad/1940-1949/resolucaodacamaradosdeputados-10-5-setembro-1947-321354-norma-pl.html;234925
;2;;Comissão de Diplomacia;;1947-09-09;1951-03-09;RES 10/1947;https://www2.camara.leg.br/legin/fed/rescad/1940-1949/resolucaodacamaradosdeputados-10-5-setembro-1947-321354-norma-pl.html;234925
;2;;Comissão de Educação e Cultura;;1947-09-09;1951-03-09;RES 10/1947;https://www2.camara.leg.br/legin/fed/rescad/1940-1949/resolucaodacamaradosdeputados-10-5-setembro-1947-321354-norma-pl.html;234925
;2;;Comissão de Finanças;;1947-09-09;1951-03-09;RES 10/1947;https://www2.camara.leg.br/legin/fed/rescad/1940-1949/resolucaodacamaradosdeputados-10-5-setembro-1947-321354-norma-pl.html;234925
;2;;Comissão de Indústria e Comércio;;1947-09-09;1951-03-09;RES 10/1947;https://www2.camara.leg.br/legin/fed/rescad/1940-1949/resolucaodacamaradosdeputados-10-5-setembro-1947-321354-norma-pl.html;234925
;2;;Comissão de Legislação Social;;1947-09-09;1951-03-09;RES 10/1947;https://www2.camara.leg.br/legin/fed/rescad/1940-1949/resolucaodacamaradosdeputados-10-5-setembro-1947-321354-norma-pl.html;234925
;2;;Comissão de Obras Públicas;;1947-09-09;1951-03-09;RES 10/1947;https://www2.camara.leg.br/legin/fed/rescad/1940-1949/resolucaodacamaradosdeputados-10-5-setembro-1947-321354-norma-pl.html;234925
;2;;Comissão de Redação;;1947-09-09;1951-03-09;RES 10/1947;https://www2.camara.leg.br/legin/fed/rescad/1940-1949/resolucaodacamaradosdeputados-10-5-setembro-1947-321354-norma-pl.html;234925
;2;;Comissão de Saúde Pública;;1947-09-09;1951-03-09;RES 10/1947;https://www2.camara.leg.br/legin/fed/rescad/1940-1949/resolucaodacamaradosdeputados-10-5-setembro-1947-321354-norma-pl.html;234925
;2;;Comissão de Segurança Nacional;;1947-09-09;1951-03-09;RES 10/1947;https://www2.camara.leg.br/legin/fed/rescad/1940-1949/resolucaodacamaradosdeputados-10-5-setembro-1947-321354-norma-pl.html;234925
;2;;Comissão de Serviço Público Civil;;1947-09-09;1951-03-09;RES 10/1947;https://www2.camara.leg.br/legin/fed/rescad/1940-1949/resolucaodacamaradosdeputados-10-5-setembro-1947-321354-norma-pl.html;234925
;2;;Comissão de Tomada de Contas;;1947-09-09;1951-03-09;RES 10/1947;https://www2.camara.leg.br/legin/fed/rescad/1940-1949/resolucaodacamaradosdeputados-10-5-setembro-1947-321354-norma-pl.html;234925
;2;;Comissão de Transportes e Comunicações;;1947-09-09;1951-03-09;RES 10/1947;https://www2.camara.leg.br/legin/fed/rescad/1940-1949/resolucaodacamaradosdeputados-10-5-setembro-1947-321354-norma-pl.html;234925
;2;;Commissão de Agricultura;;1936-08-14;1947-09-08;RES 3/1936;https://www2.camara.leg.br/legin/fed/rescad/1930-1939/resolucaodacamaradosdeputados-3-13-agosto-1936-545646-publicacaooriginal-58908-pl.html;
;2;;Commissão de Constituição e Justiça;;1936-08-14;1947-09-08;RES 3/1936;https://www2.camara.leg.br/legin/fed/rescad/1930-1939/resolucaodacamaradosdeputados-3-13-agosto-1936-545646-publicacaooriginal-58908-pl.html;
;2;314;Commissão de Diplomacia e Tratados;CDT;1936-08-14;1947-09-08;RES 3/1936;https://www2.camara.leg.br/legin/fed/rescad/1930-1939/resolucaodacamaradosdeputados-3-13-agosto-1936-545646-publicacaooriginal-58908-pl.html;
;2;;Commissão de Educação e Cultura;;1936-08-14;1947-09-08;RES 3/1936;https://www2.camara.leg.br/legin/fed/rescad/1930-1939/resolucaodacamaradosdeputados-3-13-agosto-1936-545646-publicacaooriginal-58908-pl.html;
;2;316;Commissão de Finanças e Orçamento;CFO;1936-08-14;1947-09-08;RES 3/1936;https://www2.camara.leg.br/legin/fed/rescad/1930-1939/resolucaodacamaradosdeputados-3-13-agosto-1936-545646-publicacaooriginal-58908-pl.html;
;2;;Commissão de Industria e Commercio;;1936-08-14;1947-09-08;RES 3/1936;https://www2.camara.leg.br/legin/fed/rescad/1930-1939/resolucaodacamaradosdeputados-3-13-agosto-1936-545646-publicacaooriginal-58908-pl.html;
;2;;Commissão de Legislação Social;;1936-08-14;1947-09-08;RES 3/1936;https://www2.camara.leg.br/legin/fed/rescad/1930-1939/resolucaodacamaradosdeputados-3-13-agosto-1936-545646-publicacaooriginal-58908-pl.html;
;2;;Commissão de Obras Publicas;;1936-08-14;1947-09-08;RES 3/1936;https://www2.camara.leg.br/legin/fed/rescad/1930-1939/resolucaodacamaradosdeputados-3-13-agosto-1936-545646-publicacaooriginal-58908-pl.html;
;2;;Commissão de Redacção;;1936-08-14;1947-09-08;RES 3/1936;https://www2.camara.leg.br/legin/fed/rescad/1930-1939/resolucaodacamaradosdeputados-3-13-agosto-1936-545646-publicacaooriginal-58908-pl.html;
;2;;Commissão de Saude Publica;;1936-08-14;1947-09-08;RES 3/1936;https://www2.camara.leg.br/legin/fed/rescad/1930-1939/resolucaodacamaradosdeputados-3-13-agosto-1936-545646-publicacaooriginal-58908-pl.html;
;2;;Commissão de Segurança Nacional;;1936-08-14;1947-09-08;RES 3/1936;https://www2.camara.leg.br/legin/fed/rescad/1930-1939/resolucaodacamaradosdeputados-3-13-agosto-1936-545646-publicacaooriginal-58908-pl.html;
;2;;Commissão de Tomada de Contas;;1936-08-14;1947-09-08;RES 3/1936;https://www2.camara.leg.br/legin/fed/rescad/1930-1939/resolucaodacamaradosdeputados-3-13-agosto-1936-545646-publicacaooriginal-58908-pl.html;
;2;;Commissão de Transportes e Communicações;;1936-08-14;1947-09-08;RES 3/1936;https://www2.camara.leg.br/legin/fed/rescad/1930-1939/resolucaodacamaradosdeputados-3-13-agosto-1936-545646-publicacaooriginal-58908-pl.html;
;2;;Commissão Executiva;;1936-08-14;1947-09-08;RES 3/1936;https://www2.camara.leg.br/legin/fed/rescad/1930-1939/resolucaodacamaradosdeputados-3-13-agosto-1936-545646-publicacaooriginal-58908-pl.html;
;2;;Commissão de Agricultura, Industria e Commercio;;1934-08-11;1936-08-13;Regimento Interno 1934;http://bd.camara.gov.br/bd/bitstream/handle/bdcamara/14016/regimento_camara_1934.pdf?sequence=2;
;2;;Commissão de Constituição e Justiça;;1934-08-11;1936-08-13;Regimento Interno 1934;http://bd.camara.gov.br/bd/bitstream/handle/bdcamara/14016/regimento_camara_1934.pdf?sequence=2;
;2;;Commissão de Diplomacia e Tratados;;1934-08-11;1936-08-13;Regimento Interno 1934;http://bd.camara.gov.br/bd/bitstream/handle/bdcamara/14016/regimento_camara_1934.pdf?sequence=2;
;2;;Commissão de Educação e Cultura;;1934-08-11;1936-08-13;Regimento Interno 1934;http://bd.camara.gov.br/bd/bitstream/handle/bdcamara/14016/regimento_camara_1934.pdf?sequence=2;
;2;;Commissão de Finanças;;1934-08-11;1936-08-13;Regimento Interno 1934;http://bd.camara.gov.br/bd/bitstream/handle/bdcamara/14016/regimento_camara_1934.pdf?sequence=2;
;2;;Commissão de Legislação Social;;1934-08-11;1936-08-13;Regimento Interno 1934;http://bd.camara.gov.br/bd/bitstream/handle/bdcamara/14016/regimento_camara_1934.pdf?sequence=2;
;2;;Commissão de Obras Publicas, Transportes e Communicações;;1934-08-11;1936-08-13;Regimento Interno 1934;http://bd.camara.gov.br/bd/bitstream/handle/bdcamara/14016/regimento_camara_1934.pdf?sequence=2;
;2;;Commissão de Orçamento;;1934-08-11;1936-08-13;Regimento Interno 1934;http://bd.camara.gov.br/bd/bitstream/handle/bdcamara/14016/regimento_camara_1934.pdf?sequence=2;
;2;;Commissão de Redacção;;1934-08-11;1936-08-13;Regimento Interno 1934;http://bd.camara.gov.br/bd/bitstream/handle/bdcamara/14016/regimento_camara_1934.pdf?sequence=2;
;2;;Commissão de Saude Publica;;1934-08-11;1936-08-13;Regimento Interno 1934;http://bd.camara.gov.br/bd/bitstream/handle/bdcamara/14016/regimento_camara_1934.pdf?sequence=2;
;2;;Commissão de Segurança Nacional;;1934-08-11;1936-08-13;Regimento Interno 1934;http://bd.camara.gov.br/bd/bitstream/handle/bdcamara/14016/regimento_camara_1934.pdf?sequence=2;
;2;;Commissão de Tomada de Contas;;1934-08-11;1936-08-13;Regimento Interno 1934;http://bd.camara.gov.br/bd/bitstream/handle/bdcamara/14016/regimento_camara_1934.pdf?sequence=2;
;2;;Commissão Executiva;;1934-08-11;1936-08-13;Regimento Interno 1934;http://bd.camara.gov.br/bd/bitstream/handle/bdcamara/14016/regimento_camara_1934.pdf?sequence=2;
;2;;Commissão da Policia;;1928-01-18;;Regimento Interno 1928;bd.camara.leg.br/bd/bitstream/handle/bdcamara/13982/regimento%20_camara_1928.pdf?sequence=3;
;2;;Commissão de Agricultura, Industria e Commercio;;1928-01-18;;Regimento Interno 1928;bd.camara.leg.br/bd/bitstream/handle/bdcamara/13982/regimento%20_camara_1928.pdf?sequence=3;
;2;;Commissão de Constituição e Justiça;;1928-01-18;;Regimento Interno 1928;bd.camara.leg.br/bd/bitstream/handle/bdcamara/13982/regimento%20_camara_1928.pdf?sequence=3;
;2;;Commissão de Diplomacia e Tratados;;1928-01-18;;Regimento Interno 1928;bd.camara.leg.br/bd/bitstream/handle/bdcamara/13982/regimento%20_camara_1928.pdf?sequence=3;
;2;;Commissão de Finanças;;1928-01-18;;Regimento Interno 1928;bd.camara.leg.br/bd/bitstream/handle/bdcamara/13982/regimento%20_camara_1928.pdf?sequence=3;
;2;;Commissão de Instrucção;;1928-01-18;;Regimento Interno 1928;bd.camara.leg.br/bd/bitstream/handle/bdcamara/13982/regimento%20_camara_1928.pdf?sequence=3;
;2;;Commissão de Marinha e Guerra;;1928-01-18;;Regimento Interno 1928;bd.camara.leg.br/bd/bitstream/handle/bdcamara/13982/regimento%20_camara_1928.pdf?sequence=3;
;2;;Commissão de Obras Publicas;;1928-01-18;;Regimento Interno 1928;bd.camara.leg.br/bd/bitstream/handle/bdcamara/13982/regimento%20_camara_1928.pdf?sequence=3;
;2;;Commissão de Poderes;;1928-01-18;;Regimento Interno 1928;bd.camara.leg.br/bd/bitstream/handle/bdcamara/13982/regimento%20_camara_1928.pdf?sequence=3;
;2;;Commissão de Redacção;;1928-01-18;;Regimento Interno 1928;bd.camara.leg.br/bd/bitstream/handle/bdcamara/13982/regimento%20_camara_1928.pdf?sequence=3;
;2;;Commissão de Saude Publica;;1928-01-18;;Regimento Interno 1928;bd.camara.leg.br/bd/bitstream/handle/bdcamara/13982/regimento%20_camara_1928.pdf?sequence=3;
;2;;Commissão de Tomada de Contas;;1928-01-18;;Regimento Interno 1928;bd.camara.leg.br/bd/bitstream/handle/bdcamara/13982/regimento%20_camara_1928.pdf?sequence=3;
;2;;Commissão da Policia;;1915-01-28;;Regimento Interno 1915;http://bd.camara.gov.br/bd/bitstream/handle/bdcamara/13981/regimento_camara_1915.pdf?sequence=1;
;2;;Commissão de Agricultura e Industria;;1915-01-28;;Regimento Interno 1915;http://bd.camara.gov.br/bd/bitstream/handle/bdcamara/13981/regimento_camara_1915.pdf?sequence=1;
;2;;Commissão de Constituição e Justiça;;1915-01-28;;Regimento Interno 1915;http://bd.camara.gov.br/bd/bitstream/handle/bdcamara/13981/regimento_camara_1915.pdf?sequence=1;
;2;;Commissão de Diplomacia e Tratados;;1915-01-28;;Regimento Interno 1915;http://bd.camara.gov.br/bd/bitstream/handle/bdcamara/13981/regimento_camara_1915.pdf?sequence=1;
;2;;Commissão de Finanças;;1915-01-28;;Regimento Interno 1915;http://bd.camara.gov.br/bd/bitstream/handle/bdcamara/13981/regimento_camara_1915.pdf?sequence=1;
;2;;Commissão de Instrucção Publica;;1915-01-28;;Regimento Interno 1915;http://bd.camara.gov.br/bd/bitstream/handle/bdcamara/13981/regimento_camara_1915.pdf?sequence=1;
;2;;Commissão de Marinha e Guerra;;1915-01-28;;Regimento Interno 1915;http://bd.camara.gov.br/bd/bitstream/handle/bdcamara/13981/regimento_camara_1915.pdf?sequence=1;
;2;;Commissão de Obras Publicas e Viação;;1915-01-28;;Regimento Interno 1915;http://bd.camara.gov.br/bd/bitstream/handle/bdcamara/13981/regimento_camara_1915.pdf?sequence=1;
;2;;Commissão de Petições e Poderes;;1915-01-28;;Regimento Interno 1915;http://bd.camara.gov.br/bd/bitstream/handle/bdcamara/13981/regimento_camara_1915.pdf?sequence=1;
;2;;Commissão de Redacção;;1915-01-28;;Regimento Interno 1915;http://bd.camara.gov.br/bd/bitstream/handle/bdcamara/13981/regimento_camara_1915.pdf?sequence=1;
;2;;Commissão de Saude Publica;;1915-01-28;;Regimento Interno 1915;http://bd.camara.gov.br/bd/bitstream/handle/bdcamara/13981/regimento_camara_1915.pdf?sequence=1;
;2;;Commissão de Tomada de Contas;;1915-01-28;;Regimento Interno 1915;http://bd.camara.gov.br/bd/bitstream/handle/bdcamara/13981/regimento_camara_1915.pdf?sequence=1;
;2;;Comissão de Agricultura e Industria;;;;Regimento Interno 1904;http://bd.camara.gov.br/bd/bitstream/handle/bdcamara/14139/regimento_camara_1904.pdf?sequence=4;
;2;;Comissão de Finanças;;;;Regimento Interno 1904;http://bd.camara.gov.br/bd/bitstream/handle/bdcamara/14139/regimento_camara_1904.pdf?sequence=4;
;2;;Comissão de Tomada de Contas;;;;Regimento Interno 1904;http://bd.camara.gov.br/bd/bitstream/handle/bdcamara/14139/regimento_camara_1904.pdf?sequence=4;
;2;;Comissão de Petições e Poderes;;;;Regimento Interno 1904;http://bd.camara.gov.br/bd/bitstream/handle/bdcamara/14139/regimento_camara_1904.pdf?sequence=4;
;2;;Comissão de Constituição e Justiça;;;;Regimento Interno 1904;http://bd.camara.gov.br/bd/bitstream/handle/bdcamara/14139/regimento_camara_1904.pdf?sequence=4;
;2;;Comissão de Redacção;;;;Regimento Interno 1904;http://bd.camara.gov.br/bd/bitstream/handle/bdcamara/14139/regimento_camara_1904.pdf?sequence=4;
;2;;Comissão de Diplomacia e Tratados;;;;Regimento Interno 1904;http://bd.camara.gov.br/bd/bitstream/handle/bdcamara/14139/regimento_camara_1904.pdf?sequence=4;
;2;;Comissão de Marinha e Guerra;;;;Regimento Interno 1904;http://bd.camara.gov.br/bd/bitstream/handle/bdcamara/14139/regimento_camara_1904.pdf?sequence=4;
;2;;Comissão de Instrucção Publica;;;;Regimento Interno 1904;http://bd.camara.gov.br/bd/bitstream/handle/bdcamara/14139/regimento_camara_1904.pdf?sequence=4;
;2;;Comissão de Saude Publica;;;;Regimento Interno 1904;http://bd.camara.gov.br/bd/bitstream/handle/bdcamara/14139/regimento_camara_1904.pdf?sequence=4;
;2;;Comissão da Policia;;;;Regimento Interno 1904;http://bd.camara.gov.br/bd/bitstream/handle/bdcamara/14139/regimento_camara_1904.pdf?sequence=4;
